Trimestre;Sentido transacción;Ramas actividad;Código (armonización según CNAE y CNPA);Evolución trimestral del volumen de negocio (€)
2016T3;Dentro de España;Ventas genéricas por internet;4791;2422662,99
2016T3;Desde el exterior con España;Actividades anexas al transporte;5221 + 5223;1378827,01
2016T3;Desde el exterior con España;Actividades cinematográficas y de vídeo;5917 + 7722;5699083,65
2016T3;Desde el exterior con España;Actividades deportivas y recreativas;93;2640634,83
2016T3;Desde el exterior con España;Administración pública, impuestos y seg. Social;8411;8971308,49
2016T3;Desde el exterior con España;Agencias de viajes y operadores turísticos;7911 + 7912;306336833,76
2016T3;Desde el exterior con España;Alquiler de aeronaves;7735;55404,7
2016T3;Desde el exterior con España;Alquiler de automóviles;7711;47794913,15
2016T3;Desde el exterior con España;Alquiler de efectos personales y enseres domésticos;7729;0
2016T3;Desde el exterior con España;Alquiler de medios de navegación;7734;1310319,4
2016T3;Desde el exterior con España;Arquitectura e ingeniería;7111;299846,03
2016T3;Desde el exterior con España;Artículos de regalo;4778;9158010,52
2016T3;Desde el exterior con España;Artículos médicos y ortopédicos;4774;0
2016T3;Desde el exterior con España;Asociacionismo y beneficencia;94;15801815,96
2016T3;Desde el exterior con España;Bebidas;4725;146274,98
2016T3;Desde el exterior con España;Bibliotecas, museos y patrimonio cultural;91;4841394,11
2016T3;Desde el exterior con España;Bienes de segunda mano;4779;0
2016T3;Desde el exterior con España;Calzado y artículos de cuero;4772;5130025,23
2016T3;Desde el exterior con España;Carburantes para automoción;4730;138271,21
2016T3;Desde el exterior con España;Componentes y equipos electrónicos;4652;0
2016T3;Desde el exterior con España;Construcción de inmuebles y obras de ingeniería civil;41;0
2016T3;Desde el exterior con España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;0
2016T3;Desde el exterior con España;Discos, libros, periódicos y papelería;4761 + 4763;5390334,98
2016T3;Desde el exterior con España;Educación;85;23282879,85
2016T3;Desde el exterior con España;Electrodomésticos,  imagen y sonido;4743+4754;9307716,7
2016T3;Desde el exterior con España;Energía eléctrica, gas, vapor y aire acondicionado;35;155517,18
2016T3;Desde el exterior con España;Ensayos y análisis técnicos;7120;0
2016T3;Desde el exterior con España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;3319162,24
2016T3;Desde el exterior con España;Equipos y mobiliario de oficina;4665+4666;0
2016T3;Desde el exterior con España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;45627624,62
2016T3;Desde el exterior con España;Ferretería, pinturas y vidrio;4674 + 4752;3329189,57
2016T3;Desde el exterior con España;Floristerías;4622;0
2016T3;Desde el exterior con España;Galerías de arte comerciales;470069;3116535,16
2016T3;Desde el exterior con España;Grandes almacenes;4719;2262707,98
2016T3;Desde el exterior con España;Hipermercados, supermercados y tiendas de alimentación;4711;5932414,61
2016T3;Desde el exterior con España;Hoteles  y alojamientos similares;5510;81069346,84
2016T3;Desde el exterior con España;Instalaciones de edificios y obras;43;0
2016T3;Desde el exterior con España;Intermediación financiera;6419 + 6619;3117343,48
2016T3;Desde el exterior con España;Intermediarios de comercio;4617;0
2016T3;Desde el exterior con España;Juegos de azar y apuestas;92;3806449,26
2016T3;Desde el exterior con España;Juguetes y artículos de deporte;4764 + 4765;7202035,36
2016T3;Desde el exterior con España;Lavanderías y tintorerías;9601;2480,1
2016T3;Desde el exterior con España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2016T3;Desde el exterior con España;Manipulación y depósito de mercancías;5224 + 5210;0
2016T3;Desde el exterior con España;Mantenimiento físico corporal;9604;83697,72
2016T3;Desde el exterior con España;Mantenimiento y  reparación de vehículos de motor;4520;471860,69
2016T3;Desde el exterior con España;Marketing directo;4799;17377186,97
2016T3;Desde el exterior con España;Materias primas y productos semielaborados;4676;0
2016T3;Desde el exterior con España;Metales y minerales metálicos;4672;0
2016T3;Desde el exterior con España;Muebles, iluminación y hogar;4753 + 4759;2185900,52
2016T3;Desde el exterior con España;Óptica, fotografía y precisión;470083;2994854,64
2016T3;Desde el exterior con España;Ordenadores y programas informáticos;4651 + 4741;2450512,56
2016T3;Desde el exterior con España;Otra reparación;9529;0
2016T3;Desde el exterior con España;Otro comercio especializado en alimentación;4729;507592,68
2016T3;Desde el exterior con España;Otro comercio no especializado;4690;0
2016T3;Desde el exterior con España;Otros;-;6980364,26
2016T3;Desde el exterior con España;Otros artículos de uso doméstico;4649;0
2016T3;Desde el exterior con España;Otros servicios personales;9609;6989538,96
2016T3;Desde el exterior con España;Panadería, confitería y pastelería;4724;5491,75
2016T3;Desde el exterior con España;Parques de atracciones y parques temáticos;9321;3903099,69
2016T3;Desde el exterior con España;Peluquería y tratamientos de belleza;9602;358883,01
2016T3;Desde el exterior con España;Perfumería, cosméticos y artículos de tocador;4775;4094929,99
2016T3;Desde el exterior con España;Pompas fúnebres;9603;9764,84
2016T3;Desde el exterior con España;Prendas de vestir;4771;39520385,87
2016T3;Desde el exterior con España;Productos de tabaco;4726;323566,97
2016T3;Desde el exterior con España;Productos farmacéuticos;4646 + 4773;2446616,85
2016T3;Desde el exterior con España;Productos químicos;4675;0
2016T3;Desde el exterior con España;Publicidad;7311;26775583,93
2016T3;Desde el exterior con España;Relojería, joyería y platería;4648+ 4777;872975,91
2016T3;Desde el exterior con España;Reparación de aparatos domésticos eléctricos;9521;0
2016T3;Desde el exterior con España;Reparación de calzado y otros artículos de cuero;9523;1369,22
2016T3;Desde el exterior con España;Repuestos y accesorios de vehículos de motor;4532;3607194,82
2016T3;Desde el exterior con España;Restaurantes;5610;2079496,93
2016T3;Desde el exterior con España;Seguros y planes de pensiones;6512;2582150,76
2016T3;Desde el exterior con España;Selección y colocación de personal;7810;0
2016T3;Desde el exterior con España;Semillas, flores, plantas y animales de compañía;4776;4615616,28
2016T3;Desde el exterior con España;Servicios auxiliares a la intermediación financiera;6610;323806,7
2016T3;Desde el exterior con España;Servicios de  jardinería;8130;0
2016T3;Desde el exterior con España;Servicios de fotografía y reprografía;7420+ 8219;0
2016T3;Desde el exterior con España;Servicios de investigación;8030;0
2016T3;Desde el exterior con España;Servicios de limpieza;8121;0
2016T3;Desde el exterior con España;Servicios informáticos;6209;0
2016T3;Desde el exterior con España;Servicios inmobiliarios;6820;12332844,9
2016T3;Desde el exterior con España;Servicios postales y paquetería;5310;44092,34
2016T3;Desde el exterior con España;Servicios sanitarios;86;2153442,84
2016T3;Desde el exterior con España;Servicios sociales;88;0
2016T3;Desde el exterior con España;Servicios veterinarios;75;4765,19
2016T3;Desde el exterior con España;Suscripción canales tv;6020;1832984,75
2016T3;Desde el exterior con España;Transporte aéreo;5110;205092371,01
2016T3;Desde el exterior con España;Transporte marítimo;5010;1974707,4
2016T3;Desde el exterior con España;Transporte terrestre de mercancias;4941;618794,37
2016T3;Desde el exterior con España;Transporte terrestre de viajeros;4931 +4933 + 4939;20605618,8
2016T3;Desde el exterior con España;Vehículos de motor;4511;0
2016T3;Desde el exterior con España;Ventas genéricas por internet;4791;131050,69
2016T3;Desde España con el exterior;Actividades anexas al transporte;5221 + 5223;18946551,76
2016T3;Desde España con el exterior;Actividades cinematográficas y de vídeo;5917 + 7722;23041913,76
2016T3;Desde España con el exterior;Actividades deportivas y recreativas;93;1568162,13
2016T3;Desde España con el exterior;Administración pública, impuestos y seg. Social;8411;22905120,68
2016T3;Desde España con el exterior;Agencias de viajes y operadores turísticos;7911 + 7912;165019163,88
2016T3;Desde España con el exterior;Alquiler de aeronaves;7735;33103,67
2016T3;Desde España con el exterior;Alquiler de automóviles;7711;48092821,15
2016T3;Desde España con el exterior;Alquiler de efectos personales y enseres domésticos;7729;14503,76
2016T3;Desde España con el exterior;Alquiler de medios de navegación;7734;582900,47
2016T3;Desde España con el exterior;Arquitectura e ingeniería;7111;141367,19
2016T3;Desde España con el exterior;Artículos de regalo;4778;5809222,46
2016T3;Desde España con el exterior;Artículos médicos y ortopédicos;4774;138469,59
2016T3;Desde España con el exterior;Asociacionismo y beneficencia;94;6883631,91
2016T3;Desde España con el exterior;Bebidas;4725;2049561,51
2016T3;Desde España con el exterior;Bibliotecas, museos y patrimonio cultural;91;9635298,82
2016T3;Desde España con el exterior;Bienes de segunda mano;4779;6575310,49
2016T3;Desde España con el exterior;Calzado y artículos de cuero;4772;40864187,22
2016T3;Desde España con el exterior;Carburantes para automoción;4730;508050,44
2016T3;Desde España con el exterior;Componentes y equipos electrónicos;4652;3025550,4
2016T3;Desde España con el exterior;Construcción de inmuebles y obras de ingeniería civil;41;99124,63
2016T3;Desde España con el exterior;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;60748782,72
2016T3;Desde España con el exterior;Discos, libros, periódicos y papelería;4761 + 4763;60243161,44
2016T3;Desde España con el exterior;Educación;85;28667336,55
2016T3;Desde España con el exterior;Electrodomésticos,  imagen y sonido;4743+4754;14123408,09
2016T3;Desde España con el exterior;Energía eléctrica, gas, vapor y aire acondicionado;35;810388,17
2016T3;Desde España con el exterior;Ensayos y análisis técnicos;7120;86707,65
2016T3;Desde España con el exterior;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;34230670,35
2016T3;Desde España con el exterior;Equipos y mobiliario de oficina;4665+4666;702354,67
2016T3;Desde España con el exterior;Espectáculos artísticos, deportivos y recreativos;90 + 7990;22118642,61
2016T3;Desde España con el exterior;Ferretería, pinturas y vidrio;4674 + 4752;5823679,57
2016T3;Desde España con el exterior;Floristerías;4622;50895,79
2016T3;Desde España con el exterior;Galerías de arte comerciales;470069;8555454,43
2016T3;Desde España con el exterior;Grandes almacenes;4719;20115318,22
2016T3;Desde España con el exterior;Hipermercados, supermercados y tiendas de alimentación;4711;32167062,42
2016T3;Desde España con el exterior;Hoteles  y alojamientos similares;5510;138481961,65
2016T3;Desde España con el exterior;Instalaciones de edificios y obras;43;560662,47
2016T3;Desde España con el exterior;Intermediación financiera;6419 + 6619;13382866,72
2016T3;Desde España con el exterior;Intermediarios de comercio;4617;8266418,86
2016T3;Desde España con el exterior;Juegos de azar y apuestas;92;127305525,16
2016T3;Desde España con el exterior;Juguetes y artículos de deporte;4764 + 4765;20899067,81
2016T3;Desde España con el exterior;Lavanderías y tintorerías;9601;47410,19
2016T3;Desde España con el exterior;Madera, materiales de construcción y aparatos sanitarios;4673;54918,19
2016T3;Desde España con el exterior;Manipulación y depósito de mercancías;5224 + 5210;67069,28
2016T3;Desde España con el exterior;Mantenimiento físico corporal;9604;929826,5
2016T3;Desde España con el exterior;Mantenimiento y  reparación de vehículos de motor;4520;1124013,64
2016T3;Desde España con el exterior;Marketing directo;4799;160159943,51
2016T3;Desde España con el exterior;Materias primas y productos semielaborados;4676;618725,19
2016T3;Desde España con el exterior;Metales y minerales metálicos;4672;18959,33
2016T3;Desde España con el exterior;Muebles, iluminación y hogar;4753 + 4759;5367507,94
2016T3;Desde España con el exterior;Óptica, fotografía y precisión;470083;12591367,94
2016T3;Desde España con el exterior;Ordenadores y programas informáticos;4651 + 4741;45818953,59
2016T3;Desde España con el exterior;Otra reparación;9529;8514884,68
2016T3;Desde España con el exterior;Otro comercio especializado en alimentación;4729;4199,3
2016T3;Desde España con el exterior;Otro comercio no especializado;4690;7733562,39
2016T3;Desde España con el exterior;Otros;-;581071426,19
2016T3;Desde España con el exterior;Otros artículos de uso doméstico;4649;771480,75
2016T3;Desde España con el exterior;Otros servicios personales;9609;3308323,37
2016T3;Desde España con el exterior;Panadería, confitería y pastelería;4724;23904,66
2016T3;Desde España con el exterior;Parques de atracciones y parques temáticos;9321;2539160,67
2016T3;Desde España con el exterior;Peluquería y tratamientos de belleza;9602;530273,44
2016T3;Desde España con el exterior;Perfumería, cosméticos y artículos de tocador;4775;14110566,28
2016T3;Desde España con el exterior;Pompas fúnebres;9603;1282,53
2016T3;Desde España con el exterior;Prendas de vestir;4771;162945738,64
2016T3;Desde España con el exterior;Productos de tabaco;4726;258511,8
2016T3;Desde España con el exterior;Productos farmacéuticos;4646 + 4773;4548459,15
